Id,Serial number,device_code,device_name_en,device_name_fr,Model,Status,Facility code,Facility name_en,Facility name_fr,Department,Department_name_en,Department_name_fr,Room,Manufacturer code,Manufacturer name,Manufacture date,Supplier,Supplier name,Supply date,Cost,Currency,Donor,Obsolete,Warranty start,Warranty period (Months)
2301,1E85250,16439,"Microscopes, Light, Laboratory, Fluorescence","Microscopes, Light, Laboratory, Fluorescence",OLYMPUS CX21,OPERATIONAL,297,Nemba HD,Nemba HD,Laboratory,Laboratory,Laboratory,8,n/a,n/a,2008-03-01 00:00:00.0,n/a,n/a,2009-11-02 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2300,8H0257,16439,"Microscopes, Light, Laboratory, Fluorescence","Microscopes, Light, Laboratory, Fluorescence",OLYMPUS CX21,OPERATIONAL,297,Nemba HD,Nemba HD,Laboratory,Laboratory,Laboratory,3,n/a,n/a,2006-01-01 00:00:00.0,n/a,n/a,2008-08-06 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2299,3116003913,16439,"Microscopes, Light, Laboratory, Fluorescence","Microscopes, Light, Laboratory, Fluorescence",Medilux,OPERATIONAL,297,Nemba HD,Nemba HD,Laboratory,Laboratory,Laboratory,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,GLOBAL FOUND,false,n/a,n/a
2298,55912,16439,"Microscopes, Light, Laboratory, Fluorescence","Microscopes, Light, Laboratory, Fluorescence",Medilux,OPERATIONAL,297,Nemba HD,Nemba HD,Laboratory,Laboratory,Laboratory,6,n/a,n/a,2002-04-01 00:00:00.0,n/a,n/a,2003-01-30 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2297,108661,16439,"Microscopes, Light, Laboratory, Fluorescence","Microscopes, Light, Laboratory, Fluorescence",Novex,OPERATIONAL,297,Nemba HD,Nemba HD,Laboratory,Laboratory,Laboratory,4,n/a,n/a,2000-02-01 00:00:00.0,n/a,n/a,2004-05-08 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2296,B - QFPZ  32KHS91757,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",160 Liters,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pharmacy,Pharmacy,Pharmacy,Garde of nurses in pharmacy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2295,n/a,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",IGNIS,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pharmacy,Pharmacy,Pharmacy,pharmacy distrubution,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2294,78.783.503.1,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",LIEBHERR gastro Line,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pharmacy,Pharmacy,Pharmacy,Store drugs,Liebherr,LIEBHERR,2007-06-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,CNTS,false,n/a,n/a
2293,C150500100164,10972,"Compressors, Medical-Air","Compressors, Medical-Air",Made in HK,INSTOCK,133,Kabgayi HD,Kabgayi HD,Pharmacy,Pharmacy,Pharmacy,n/a,n/a,n/a,2012-11-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2292,2WJ1201076,12278,"Lights, Infrared","Lights, Infrared",WhF - 312 Pain Mitigate Treatment system,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Physiotherapy,Physiotherapy,Physiotherapy,Kiné,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2291,VR9807140115,13315,Refrigerators,Refrigerators,Super general SGR 155,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Physiotherapy,Physiotherapy,Physiotherapy,Kiné,Super General,Super General,n/a,Super General,Super General,n/a,n/a,n/a,FHI 360,false,n/a,n/a
2290,55153 and 9164 for transducer,14121,"Transducers, Ultrasonic","Transducers, Ultrasonic",VS/50 Amrex Synchrosonic electrotherapy system,UNDERMAINTENANCE,133,Kabgayi HD,Kabgayi HD,Physiotherapy,Physiotherapy,Physiotherapy,n/a,n/a,n/a,1991-02-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,KOYANA Kohei,false,n/a,n/a
2289,n/a,12278,"Lights, Infrared","Lights, Infrared",Type Hg 600,FORDISPOSAL,133,Kabgayi HD,Kabgayi HD,Physiotherapy,Physiotherapy,Physiotherapy,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CICR,false,n/a,n/a
2288,P420,18466,"Stimulators, Electrical","Stimulators, Electrical",powerstim P420,FORDISPOSAL,133,Kabgayi HD,Kabgayi HD,Physiotherapy,Physiotherapy,Physiotherapy,kine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,kOYAMA kohei,false,n/a,n/a
2287,400302208601,13462,"Scales, Infant","Scales, Infant",SOEHNLE,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pediatrics,Pediatrics,Pediatrics,pediatrics,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2286,01070104007,12113,"Incubators, Infant","Incubators, Infant",YP - 100,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pediatrics,Pediatrics,Pediatrics,NEONAT PEDIATRICS,nigbo,NIGBO DAVID MEDICAL DEVICE,2007-01-01 00:00:00.0,Ningbo David Medical,Ningbo David Medical,n/a,n/a,n/a,n/a,false,n/a,n/a
2285,n/a,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",Ronshen - BC - 110C,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Pediatrics,Pediatrics,Pediatrics,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2284,13797,12712,Nebulizers,Nebulizers,MIKO300600/03,UNDERMAINTENANCE,133,Kabgayi HD,Kabgayi HD,Pediatrics,Pediatrics,Pediatrics,pediatric,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,MSV,false,n/a,n/a
2283,n/a,11696,"Detectors, Fetal Heart, Ultrasonic","Detectors, Fetal Heart, Ultrasonic",Sonatrax,OPERATIONAL,302,Ruli HD,Ruli HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,Accouchement,tobefixed,This manufacture need to be fixed,n/a,n/a,n/a,2005-01-01 00:00:00.0,n/a,n/a,Medicus mundi,false,n/a,n/a
2282,30024,10208,Aspirators,Aspirators,F-90,OPERATIONAL,302,Ruli HD,Ruli HD,Theatre,Operating theatre,Theatre,Salle d'operation de la maternite,Fazzini,Fazzini,2005-01-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2281,n/a,17549,"Tables, Examination/Treatment, Adjustable, Gynecologic","Tables, Examination/Treatment, Adjustable, Gynecologic",n/a,OPERATIONAL,302,Ruli HD,Ruli HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,Salle d'accouchement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Krankenhauss,false,n/a,n/a
2280,602.1,11696,"Detectors, Fetal Heart, Ultrasonic","Detectors, Fetal Heart, Ultrasonic",ULSTD2601,OPERATIONAL,302,Ruli HD,Ruli HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,Salle d'accouchement,tobefixed,This manufacture need to be fixed,2010-01-01 00:00:00.0,Transfer Technologies Rwanda,Transfer Technologies Rwanda,2010-11-01 00:00:00.0,n/a,n/a,General electric,false,2010-11-01 00:00:00.0,12
2279,3FW08010002,12873,Oxygen Concentrators,Oxygen Concentrators,LFY-I-3F-W,UNDERMAINTENANCE,302,Ruli HD,Ruli HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,Salle d'accouchement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2278,6010233,13269,"Radiographic Units, Dental","Radiographic Units, Dental",X - ray collimator S - 120D  Toshiba,UNDERMAINTENANCE,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,n/a,Toshiba,Toshiba,2000-09-01 00:00:00.0,Toshiba,Toshiba,n/a,n/a,n/a,n/a,false,n/a,n/a
2277,90001,13269,"Radiographic Units, Dental","Radiographic Units, Dental",Type CHIRAX 70/3,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2276,n/a,10792,"Chairs, Examination/Treatment, Dentistry","Chairs, Examination/Treatment, Dentistry",n/a,FORDISPOSAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2275,n/a,10792,"Chairs, Examination/Treatment, Dentistry","Chairs, Examination/Treatment, Dentistry",n/a,FORDISPOSAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2274,3811,10082,Amalgamators,Amalgamators,Touch Pad TP - 103,UNDERMAINTENANCE,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Humanitalian Dentistry,false,n/a,n/a
2273,n/a,10792,"Chairs, Examination/Treatment, Dentistry","Chairs, Examination/Treatment, Dentistry",Aïdec,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Humanitalian Dentistry,false,n/a,n/a
2272,AR010199,12282,"Lights, Surgical","Lights, Surgical",HANAULUX Lamp Head moble,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,MSV,false,n/a,n/a
2271,AR010201,12282,"Lights, Surgical","Lights, Surgical",HANAULUX Lamp head moble,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,MSV,false,n/a,n/a
2270,A701044,10792,"Chairs, Examination/Treatment, Dentistry","Chairs, Examination/Treatment, Dentistry",6300,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Humanitalian Dentistry,false,n/a,n/a
2269,12101515748C,10972,"Compressors, Medical-Air","Compressors, Medical-Air",16bar Code 9103370000,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,Dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Humantalian Dentistry,false,n/a,n/a
2268,X1120614373,10972,"Compressors, Medical-Air","Compressors, Medical-Air",30.3 liters,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Humanitalian dentistry   C/O Dr Cahoon Drew,false,n/a,n/a
2267,694914,13269,"Radiographic Units, Dental","Radiographic Units, Dental",Type 2130417X1164  HELIODENT  Siemens,UNDERMAINTENANCE,133,Kabgayi HD,Kabgayi HD,Dentistry,Dentistry,Dentistry,dento,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Yves Parrade,false,n/a,n/a
2266,1345069,10208,Aspirators,Aspirators,600.3711 Basic 30,INSTOCK,133,Kabgayi HD,Kabgayi HD,Medical Imaging,Medical Imaging,Medical Imaging,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2265,3V564A923,20476,"Endoscopes, Respiratory Tract","Endoscopes, Respiratory Tract",Processor EPX - 2500 Broncoscopie,INSTOCK,133,Kabgayi HD,Kabgayi HD,Medical Imaging,Medical Imaging,Medical Imaging,n/a,n/a,n/a,2011-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2264,07/0003,12282,"Lights, Surgical","Lights, Surgical",23000005 mobile lamp rechargeable,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,MSV,false,n/a,n/a
2263,n/a,17148,"Oximeters, Pulse","Oximeters, Pulse","AH -M1 ACARE Technology Co., Ltd",OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Universty of Colorado,false,n/a,n/a
2262,n/a,11490,Electrosurgical Units,Electrosurgical Units,ValleyLab,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,Valleylab,VALLEYLAB,n/a,n/a,n/a,n/a,n/a,n/a,Medecin Sans vacances,false,n/a,n/a
2261,459,10134,Anesthesia Units,Anesthesia Units,Tiberius 19,FORDISPOSAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,Drager,Drager,n/a,Drager,Drager,n/a,n/a,n/a,CICR,false,n/a,n/a
2260,k5110524037,20784,"Physiologic Monitor Modules, Multiparameter","Physiologic Monitor Modules, Multiparameter",C50,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,Comen,Comen,2011-06-01 00:00:00.0,Comen,Comen,n/a,n/a,n/a,Medecin Sans Vacances,false,n/a,n/a
2259,400302208615,17653,Infant Scale Liners,Infant Scale Liners,n/a,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,n/a,n/a,2012-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2258,n/a,12873,Oxygen Concentrators,Oxygen Concentrators,INVACARE,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Gynecology & Obstetrics,Gynecology & Obstetrics,Gynecology & Obstetrics,S.OP,inv,INVACARE,n/a,Invacare,Invacare,n/a,n/a,n/a,n/a,false,n/a,n/a
2257,9993035 - 02,17157,"Refrigerators, Laboratory","Refrigerators, Laboratory",Type 230964 LIEBHERR,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Lab,Liebherr,LIEBHERR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2256,00159,17157,"Refrigerators, Laboratory","Refrigerators, Laboratory",Lot: IE5E341 Supra,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2255,007855 - 01 00,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",201424 Hettich,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,n/a,n/a,n/a,2003-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,FHI Rwanda,false,n/a,n/a
2254,080101036,17157,"Refrigerators, Laboratory","Refrigerators, Laboratory",EAP - 1402 Grand refrigerator,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,UMUDUFU,false,n/a,n/a
2253,n/a,15698,"Cabinets, Biological Safety","Cabinets, Biological Safety",Holten LaminAir,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,FHI Rwanda,false,n/a,n/a
2252,1245,12873,Oxygen Concentrators,Oxygen Concentrators,OXYMAT,OPERATIONAL,8,Muhima HD,Muhima HD,Neonatology,Neonatology,Néonatologie,ICU,weinm,WEINM/ANN,2011-01-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,BTC,false,n/a,n/a
2251,1235,12873,Oxygen Concentrators,Oxygen Concentrators,0XYMAT,OPERATIONAL,8,Muhima HD,Muhima HD,Neonatology,Neonatology,Néonatologie,Icu,Liebherr,LIEBHERR,2011-01-01 00:00:00.0,Invacare,Invacare,n/a,n/a,n/a,BTC,false,n/a,n/a
2250,Labor7002TC,15171,"Refrigerators, Blood Bank","Refrigerators, Blood Bank",LAD0700M2CN1094 Fiocchetti,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,michela,MICHEL SA BELGIUM,2011-05-01 00:00:00.0,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
2249,8F11138,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FS1 Olympus,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,Olympus,Olympus,n/a,Olympus,Olympus,n/a,n/a,n/a,n/a,false,n/a,n/a
2248,8K05379,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21FSI,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,Olympus,Olympus,2006-08-01 00:00:00.0,Olympus,Olympus,n/a,n/a,n/a,n/a,false,n/a,n/a
2247,IE85441,15156,"Microscopes, Light, Laboratory","Microscopes, Light, Laboratory",CX21 FS1 Olympus,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,Olympus,Olympus,2006-02-01 00:00:00.0,Olympus,Olympus,n/a,n/a,n/a,n/a,false,n/a,n/a
2246,166.8080.460220,15173,Laboratory Rotators,Laboratory Rotators,4630 - 1 LAB - Line,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,Barnstead,Barnstead,n/a,Barnstead,Barnstead,n/a,n/a,n/a,FHI Rwanda,false,n/a,n/a
2245,0016302,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",Hettick type: 1206,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,rotofix,ROTOFIX,2011-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2244,99134 KOKUSAN,18264,"Centrifuges, Tabletop, Low-Speed","Centrifuges, Tabletop, Low-Speed",H - 103N,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Labo,n/a,n/a,2005-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,FHI Rwanda,false,n/a,n/a
2243,02 - 0347,15108,"Baths, Water","Baths, Water",HUMAQUA 5,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,lab,Human,Human,n/a,Human,Human,n/a,n/a,n/a,FHI / Rwanda,false,n/a,n/a
2242,903,15551,"Analyzers, Laboratory, Clinical Chemistry","Analyzers, Laboratory, Clinical Chemistry",VISUAL,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,lab,secom,SECOMAM,2005-07-01 00:00:00.0,n/a,n/a,2006-11-10 00:00:00.0,n/a,n/a,FHI Rwanda,false,n/a,n/a
2241,675050900657,15136,Distilling Units,Distilling Units,A440367 MEGA PURE System,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Lab,Barnstead,Barnstead,2009-07-01 00:00:00.0,Barnstead,Barnstead,n/a,n/a,n/a,n/a,false,n/a,n/a
2240,A8088,17741,"Analyzers, Laboratory, Hematology, Cell Counting, Automated","Analyzers, Laboratory, Hematology, Cell Counting, Automated",Poch - 100i,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Lab,Sysmex,Sysmex,2010-01-01 00:00:00.0,Sysmex,Sysmex,n/a,n/a,n/a,n/a,false,n/a,n/a
2239,11509,18620,"Analyzers, Laboratory, Hematology, Cell Counting","Analyzers, Laboratory, Hematology, Cell Counting",XS - 500i,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,Lab,Sysmex,Sysmex,2011-08-01 00:00:00.0,Sysmex,Sysmex,n/a,n/a,n/a,n/a,false,n/a,n/a
2238,1112067,16298,"Analyzers, Laboratory, Clinical Chemistry, Automated","Analyzers, Laboratory, Clinical Chemistry, Automated",Ref: 17470/10  Human GmbH,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Laboratory,Laboratory,Laboratory,lab,GMBH,Gesellschaft fur laboratechnik mbh,2012-03-01 00:00:00.0,GMBH,Gesellschaft fur laboratechnik mbh,n/a,n/a,n/a,n/a,false,n/a,n/a
2237,1599,16544,"Tables, Imaging, Radiographic","Tables, Imaging, Radiographic",05893404,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Medical Imaging,Medical Imaging,Medical Imaging,Radiology,Siemens,Siemens,2004-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,CTB,false,n/a,n/a
2236,358139,15975,X-Ray Tube Assemblies,X-Ray Tube Assemblies,4801200,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Administrative support services,Administrative support services,Administrative support services,Radiology room,Siemens,Siemens,2004-05-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,CTB,false,n/a,n/a
2235,78.433.567.1,17156,"Refrigerators, Pharmacy","Refrigerators, Pharmacy",230964 LIBHERR Profil line,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,emergenncy (Doctors room),Liebherr,LIEBHERR,2007-06-01 00:00:00.0,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2234,08.2.42.203,10208,Aspirators,Aspirators,AP - 100940 D,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,Emergency,michela,MICHEL SA BELGIUM,2010-07-01 00:00:00.0,Michiels,Michiels,n/a,n/a,n/a,n/a,false,n/a,n/a
2233,104969044,12282,"Lights, Surgical","Lights, Surgical",HALUX  MT,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,Emergency,n/a,n/a,n/a,n/a,n/a,2011-03-11 00:00:00.0,n/a,n/a,Medecins sans vacances,false,n/a,n/a
2232,SCG11047997WA,16484,"Video Systems, Patient Monitoring","Video Systems, Patient Monitoring",Dash 2500,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,Emergency,General Electric,General Electric,2011-05-01 00:00:00.0,General Electric,General Electric,n/a,n/a,n/a,Colorado Universty,false,n/a,n/a
2231,n/a,12873,Oxygen Concentrators,Oxygen Concentrators,INVCAIRE,OPERATIONAL,133,Kabgayi HD,Kabgayi HD,Accidents & Emergencies,Accidents & Emergencies,Accidents & Emergencies,Emergency room,invacaire interantional LTD,invacaire international LTD,2011-08-01 00:00:00.0,Invacare,Invacare,n/a,n/a,n/a,n/a,false,n/a,n/a
2230,64830,12873,Oxygen Concentrators,Oxygen Concentrators,20006,OPERATIONAL,417,Rwinkwavu HD,Rwinkwavu HD,Pediatrics,Pediatrics,Pediatrics,pediatric,Respironics,Respironics,2006-02-01 00:00:00.0,n/a,n/a,2007-05-22 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2229,65135,12873,Oxygen Concentrators,Oxygen Concentrators,20006,OPERATIONAL,417,Rwinkwavu HD,Rwinkwavu HD,Pediatrics,Pediatrics,Pediatrics,pediatric,Respironics,Respironics,2006-05-01 00:00:00.0,Respironics,Respironics,2007-05-14 00:00:00.0,n/a,n/a,n/a,false,n/a,n/a
2228,KK10305,12113,"Incubators, Infant","Incubators, Infant",C100/200-2,OPERATIONAL,417,Rwinkwavu HD,Rwinkwavu HD,Neonatology,Neonatology,Néonatologie,Neonatology,Air-shields Vickers,Air-shields Vickers,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2227,n/a,12276,"Lights, Examination","Lights, Examination",12000001,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,GF,false,n/a,n/a
2226,12/11880,12276,"Lights, Examination","Lights, Examination",12000001,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,GF,false,n/a,n/a
2225,n/a,18376,"Tables, Operating, Spinal","Tables, Operating, Spinal",spl,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,Mizuho,Mizuho,n/a,Mizuho,Mizuho,n/a,n/a,n/a,n/a,false,n/a,n/a
2224,2459,12282,"Lights, Surgical","Lights, Surgical",B2019-C,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2223,2466,12282,"Lights, Surgical","Lights, Surgical",APPOLON,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2222,2bc46002-85,10208,Aspirators,Aspirators,ybdx3d,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,ICAP,false,n/a,n/a
2221,n/a,18376,"Tables, Operating, Spinal","Tables, Operating, Spinal",KMC,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2220,SL520YZZR016,13364,"Resuscitators, Pulmonary","Resuscitators, Pulmonary",SHANGLIRA520,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,GF,false,n/a,n/a
2219,BY-OC124512,20773,"Physiologic Monitor Modules, Noninvasive Blood Pressure","Physiologic Monitor Modules, Noninvasive Blood Pressure",VS-800,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2218,3312,10208,Aspirators,Aspirators,CE0470,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,false,n/a,n/a
2217,n/a,12873,Oxygen Concentrators,Oxygen Concentrators,LFY-I-5E,OPERATIONAL,225,Kabaya HD,Kabaya HD,Theatre,Operating theatre,Theatre,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,ICAP,false,n/a,n/a
2216,n/a,12873,Oxygen Concentrators,Oxygen Concentrators,INVACARE,OPERATIONAL,225,Kabaya HD,Kabaya HD,Maternity,Maternity,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,GF,false,n/a,n/a
