device_code,device_name_en,include_in_MEMMS,observations,device_description_en,device_description_fr,device_name_fr
-8238,CYFRA 21-1 Determination Reagents,No,Retired concept,,,
-8237,Cyclosporine Drug Level Determination Reagents,No,Retired concept,,,
-8236,Cyclosporine A (CsA) Drug Level Determination Reagents,No,Retired concept,,,
-8235,Cyclic Citrullinated Peptide Anti-Antibody Determination Reagents,No,Retired concept,,,
-8234,Cyclic Adenosin Monophosphate (CAMP) Determination Reagents,No,Retired concept,,,
-8233,Cyanocobalamin (Vitamin B12 ) Determination Reagents,No,Retired concept,,,
-8232,"Culture Media, Yeast",No,Retired concept,,,
-8229,"Culture Media, Tube",No,Retired concept,,,
-8228,"Culture Media, Plate",No,Retired concept,,,
-8227,"Culture Media, Bottle",No,Retired concept,,,
-8226,"Culture Media, Fungi",No,Retired concept,,,
-8225,"Culture Media, Environmental Test",No,Retired concept,,,
-8224,"Culture Media, Dip Slide",No,Retired concept,,,
-8223,"Culture Media, Dehydrated",No,Retired concept,,,
-8222,"Culture Media, Chromosome",No,Retired concept,,,
-8221,"Culture Media, Cell",No,Retired concept,,,
-8220,"Culture Media, Blood",No,Retired concept,,,
-8219,"Culture Media, Bacteria",No,Retired concept,,,
-8218,CTx Carboxyterminal Telopeptide Fraction Determination Reagents,No,Retired concept,,,
-8217,CTx (Cross-Linked C-Telopeptide) Determination Reagents,No,Retired concept,,,
-8216,"cTNT (Cardiac Troponin T) Determination Reagents, Rapid Test",No,Retired concept,,,
-8215,cTNT (Cardiac Troponin T) Determination Reagents,No,Retired concept,,,
-8214,"cTNI (Cardiac Troponin I) Determination Reagents, Rapid Test",No,Retired concept,,,
-8213,cTNI (Cardiac Troponin I) Determination Reagents,No,Retired concept,,,
-8212,C-Terminal PTH Fragment Determination Reagents,No,Retired concept,,,
-8211,C-Terminal Parathyroid Hormone Determination Reagents,No,Retired concept,,,
-8210,"CSF (Cerebrospinal Fluid) Determination Reagents, Total Protein",No,Retired concept,,,
-8209,CSF (Colony Stimulating Factor) Cytokine Determination Reagents,No,Retired concept,,,
-8208,CSF (Cerebrospinal Fluid) Test Control Reagents,No,Retired concept,,,
-8207,"Cryptosporidium Species Reagents, Identification",No,Retired concept,,,
-8206,Cryptosporidium Species Detection/Identification Reagents,No,Retired concept,,,
-8205,Cryptosporidium Antigen Determination Reagents,No,Retired concept,,,
-8204,Cryptosporidium Antibody Determination Reagents,No,Retired concept,,,
-8203,"Cryptococcus neoformans Reagents, Identification",No,Retired concept,,,
-8202,Cryptococcus neoformans Detection/Identification Reagents,No,Retired concept,,,
-8201,Cryptococcus neoformans Antigen Determination Reagents,No,Retired concept,,,
-8200,Cryptococcus neoformans Antibody Determination Reagents,No,Retired concept,,,
-8199,CRP (C-Reactive Protein) Determination Reagents,No,Retired concept,,,
-8198,CRP (Circulating Reactive Protein) Determination Reagents,No,Retired concept,,,
-8197,Cross-Linked N-Telopeptide (NTx) Determination Reagents,No,Retired concept,,,
-8196,Cross-Linked C-Telopeptide (CTx) Determination Reagents,No,Retired concept,,,
-8195,Cresol Intoxication Determination Reagents,No,Retired concept,,,
-8194,Creatinine Determination Reagents,No,Retired concept,,,
-8193,"Creatine Kinase MB Isoenzyme Determination Reagents, Rapid Test",No,Retired concept,,,
-8192,"Creatine Kinase Determination Reagents, MB Isoenzyme (CKMB)",No,Retired concept,,,
-8191,"Creatine Kinase Determination Reagents, MB Isoenzyme",No,Retired concept,,,
-8190,"Creatine Kinase Determination Reagents, Isoenzyme",No,Retired concept,,,
-8189,Creatine Kinase Activity Determination Reagents,No,Retired concept,,,
-8188,Creatine Kinase (CK) Determination Reagents,No,Retired concept,,,
-8187,C-Reactive Protein Determination Reagents,No,Retired concept,,,
-8186,C-Reactive Protein (CRP) Determination Reagents,No,Retired concept,,,
-8185,C-Peptide Determination Reagents,No,Retired concept,,,
-8184,Coxiella burnetii Antibody Detection Reagents,No,Retired concept,,,
-8183,Cotinine Determination Reagents,No,Retired concept,,,
-8182,Cortolone Determination Reagents,No,Retired concept,,,
-8181,Cortol Determination Reagents,No,Retired concept,,,
-8180,Cortisol Metabolite Determination Reagents,No,Retired concept,,,
-8179,Cortisol Determination Reagents,No,Retired concept,,,
-8178,Corticotropin Determination Reagents,No,Retired concept,,,
-8177,Coproporphyrin Determination Reagents,No,Retired concept,,,
-8176,Copper Determination Reagents,No,Retired concept,,,
-8175,Coomb Cell Reagents,No,Retired concept,,,
-8174,"Control Reagents, Yeast Test",No,Retired concept,,,
-8173,"Control Reagents, Whole Blood Test",No,Retired concept,,,
-8172,"Control Reagents, Vitamin Test",No,Retired concept,,,
-8171,"Control Reagents, Virus Test",No,Retired concept,,,
-8170,"Control Reagents, Tumor Markers",No,Retired concept,,,
-8169,"Control Reagents, Toxicology Test",No,Retired concept,,,
-8168,"Control Reagents, Tissue Culture",No,Retired concept,,,
-8167,"Control Reagents, Thyroid Hormone",No,Retired concept,,,
-8166,"Control Reagents, Therapeutic Drug Test",No,Retired concept,,,
-8165,"Control Reagents, Serum Test",No,Retired concept,,,
-8164,"Control Reagents, Serology",No,Retired concept,,,
-8163,"Control Reagents, Renal Metabolism Hormone",No,Retired concept,,,
-8162,"Control Reagents, Radioimmunoassay",No,Retired concept,,,
-8161,"Control Reagents, Protein",No,Retired concept,,,
-8160,"Control Reagents, Prostaglandin",No,Retired concept,,,
-8159,"Control Reagents, Pregnancy Hormone",No,Retired concept,,,
-8158,"Control Reagents, Plasma Coagulation Test",No,Retired concept,,,
-8157,"Control Reagents, pH Test",No,Retired concept,,,
-8156,"Control Reagents, Parasite Test",No,Retired concept,,,
-8155,"Control Reagents, Neuroendocrine Hormone",No,Retired concept,,,
-8154,"Control Reagents, Microbiology",No,Retired concept,,,
-8153,"Control Reagents, Liver Metabolism",No,Retired concept,,,
-8152,"Control Reagents, Lipoprotein",No,Retired concept,,,
-8151,"Control Reagents, Immunohematology",No,Retired concept,,,
-8150,"Control Reagents, Immunoassay",No,Retired concept,,,
-8149,"Control Reagents, Hemoglobin Test",No,Retired concept,,,
-8148,"Control Reagents, Hematology",No,Retired concept,,,
-8147,"Control Reagents, Gastrointestinal Hormone",No,Retired concept,,,
-8146,"Control Reagents, Fungi Test",No,Retired concept,,,
-8145,"Control Reagents, Flow Cytometry",No,Retired concept,,,
-8144,"Control Reagents, Fertility Hormone",No,Retired concept,,,
-8143,"Control Reagents, Enzyme Test",No,Retired concept,,,
-8142,"Control Reagents, Endocrine Hormone",No,Retired concept,,,
-8141,"Control Reagents, Electrolyte Test",No,Retired concept,,,
-8140,"Control Reagents, Drug-of-Abuse Test",No,Retired concept,,,
-8139,"Control Reagents, Diabetes",No,Retired concept,,,
-8138,"Control Reagents, Cytology/Histology",No,Retired concept,,,
-8137,"Control Reagents, Culture Media",No,Retired concept,,,
-8136,"Control Reagents, Coagulation",No,Retired concept,,,
-8135,"Control Reagents, Clinical Chemistry Test",No,Retired concept,,,
-8134,"Control Reagents, Clinical Chemistry",No,Retired concept,,,
-8133,"Control Reagents, Cerebrospinal Fluid Test",No,Retired concept,,,
-8132,"Control Reagents, Cardiac Markers",No,Retired concept,,,
-8131,"Control Reagents, Bone Metabolism",No,Retired concept,,,
-8130,"Control Reagents, Blood Gas Test",No,Retired concept,,,
-8129,"Control Reagents, Blood Culture Media",No,Retired concept,,,
-8128,"Control Reagents, Bacteria Test",No,Retired concept,,,
-8127,"Control Reagents, Autoimmune Disease Test",No,Retired concept,,,
-8126,"Control Reagents, Anemia Test",No,Retired concept,,,
-8125,"Control Reagents, Allergy",No,Retired concept,,,
-8124,"Consumption Markers Determination Reagents, Ethanol",No,Retired concept,,,
-8123,"Connective Tissue Reagents, Autoimmune Test",No,Retired concept,,,
-8122,"Complement Component Determination Reagents, Total (CH50)",No,Retired concept,,,
-8121,Complement Component Determination Reagents,No,Retired concept,,,
-8120,Colony Stimulating Factor (CSF) Cytokine Determination Reagents,No,Retired concept,,,
-8119,Collagen-III C-Terminal Propeptide Determination Reagents,No,Retired concept,,,
-8118,Collagen-I C-Terminal Propeptide Determination Reagents,No,Retired concept,,,
-8117,Collagen-I C-Telopeptide (ICTP) Determination Reagents,No,Retired concept,,,
-8116,Collagen-1-Teleopeptide (ICTP) Determination Reagents,No,Retired concept,,,
-8115,Collagen Cross-Linking Amino Acid Determination Reagents,No,Retired concept,,,
-8114,"Codeine Determination Reagents, Rapid Test",No,Retired concept,,,
-8113,"Coccidioides immitis Reagents, Identification",No,Retired concept,,,
-8112,Coccidioides immitis IgM Antibody Determination Reagents,No,Retired concept,,,
-8111,Coccidioides immitis IgG Antibody Determination Reagents,No,Retired concept,,,
-8110,Coccidioides immitis Exoantigen Determination Reagents,No,Retired concept,,,
-8109,Coccidioides immitis Detection/Identification Reagents,No,Retired concept,,,
-8108,Coccidioides immitis Antibody Determination Reagents,No,Retired concept,,,
-8107,"Cocaine Metabolite Determination Reagents, Rapid Test",No,Retired concept,,,
-8106,Cocaine Metabolite Determination Reagents,No,Retired concept,,,
-8105,"Cocaine Determination Reagents, Rapid Test",No,Retired concept,,,
-8104,Cocaine Determination Reagents,No,Retired concept,,,
-8103,Coagulation Screening Reagents,No,Retired concept,,,
-8102,"Coagulation Reagents, Buffer",No,Retired concept,,,
-8101,Coagulation Inhibitor Determination Reagents,No,Retired concept,,,
-8100,Coagulation Factor XIII Subunit Antigen Determination Reagents,No,Retired concept,,,
-8099,"Coagulation Factor XIII Determination Reagents, Activated",No,Retired concept,,,
-8098,Coagulation Factor XIII (Fibrin Stabilizing Factor) Determination Reagents,No,Retired concept,,,
-8097,"Coagulation Factor XII Determination Reagents, Activated",No,Retired concept,,,
-8096,Coagulation Factor XII (Hageman Factor) Determination Reagents,No,Retired concept,,,
-8095,Coagulation Factor XI (Plasma Thromboplastin Antecedent) Determination Reagents,No,Retired concept,,,
-8094,Coagulation Factor X (Stuart-Prower Factor) Determination Reagents,No,Retired concept,,,
-8093,Coagulation Factor VIII Antibody Determination Reagents,No,Retired concept,,,
-8092,Coagulation Factor VIII (Antihemolytic Factor) Determination Reagents,No,Retired concept,,,
-8091,Coagulation Factor VIII Deficiency (Hemophilia A) Determination Reagents,No,Retired concept,,,
-8090,"Coagulation Factor VII Determination Reagents, Activated",No,Retired concept,,,
-8089,Coagulation Factor VII (Proconvertin) Determination Reagents,No,Retired concept,,,
-8088,Coagulation Factor V Disorder Determination Reagents,No,Retired concept,,,
-8087,Coagulation Factor V (Proaccelerin) Determination Reagents,No,Retired concept,,,
-8086,Coagulation Factor IX Antibody Determination Reagents,No,Retired concept,,,
-8085,Coagulation Factor IX (Plasma Thromboplastin Component) Determination Reagents,No,Retired concept,,,
-8084,Coagulation Factor IX Deficiency (Hemophilia B) Determination Reagents,No,Retired concept,,,
-8083,"Coagulation Factor II, Activated (Thrombin) Determination Reagents",No,Retired concept,,,
-8082,Coagulation Factor II (Prothrombin) Determination Reagents,No,Retired concept,,,
-8081,Coagulation Factor I (Fibrinogen) Determination Reagents,No,Retired concept,,,
-8080,"Coagulation Factor Determination Reagents, Von Willebrand",No,Retired concept,,,
-8079,"Coagulation Factor Determination Reagents, Prekallikrein (Fletcher Factor)",No,Retired concept,,,
-8078,"Coagulation Factor Determination Reagents, Multiple",No,Retired concept,,,
-8077,"Coagulation Factor Determination Reagents, High Molecular Weight Kininogen",No,Retired concept,,,
-8076,Coagulation Factor Determination Reagents,No,Retired concept,,,
-8075,"Coagulation Factor Antibody Determination Reagents, Factor VIII",No,Retired concept,,,
-8074,"Coagulation Factor Antibody Determination Reagents, Factor IX",No,Retired concept,,,
-8073,Coagulation Factor Antibody Determination Reagents,No,Retired concept,,,
-8072,Coagulation Determination Reagents,No,Retired concept,,,
-8071,c-myc Proto-Oncogene Mutation Determination Reagents,No,Retired concept,,,
-8070,"CMV (Cytomegalovirus) Reagents, Identification",No,Retired concept,,,
-8069,CMV (Cytomegalovirus) Determination Reagents,No,Retired concept,,,
-8068,"Clotting Determination Reagents, Ecarin",No,Retired concept,,,
-8067,Clotting Determination Reagents,No,Retired concept,,,
-8066,Clostridium tetani Detection/Identification Reagents,No,Retired concept,,,
-8065,"Clostridium perfringens Reagents, Identification",No,Retired concept,,,
-8064,Clostridium difficile Detection/Identification Reagents,No,Retired concept,,,
-8063,Clostridium difficile Identification Reagents,No,Retired concept,,,
-8062,Clostridium difficile Toxin Detection Reagents,No,Retired concept,,,
-8061,Clostridium botulinum Identification/Detection Reagents,No,Retired concept,,,
-8060,Clonazepam Drug Level Determination Reagents,No,Retired concept,,,
-8059,"Clinical Chemistry Reagents, Rapid Test",No,Retired concept,,,
-8058,"Clinical Chemistry Reagents, Buffer",No,Retired concept,,,
-8057,Clinical Chemistry Reagents,No,Retired concept,,,
-8056,Classical-ANCA Determination Reagents,No,Retired concept,,,
-8055,CL (Cardiolipin) Anti-Phospholipid Antibody Determination Reagents,No,Retired concept,,,
-8054,CKMB (Creatine Kinase Muscle Brain Isoenzyme) Determination Reagents,No,Retired concept,,,
-8053,CK (Creatine Kinase) Determination Reagents,No,Retired concept,,,
-8052,Citrate Anticoagulant Reagents,No,Retired concept,,,
-8051,Circulating Reactive Protein (CRP) Determination Reagents,No,Retired concept,,,
-8050,Circulating Immune Complex (CIC) Determination Reagents,No,Retired concept,,,
-8049,CIC (Circulating Immune Complex) Determination Reagents,No,Retired concept,,,
-8048,Chymotrypsin Determination Reagents,No,Retired concept,,,
-8047,"Chromosome Translocation Determination Reagents, Tumor Marker",No,Retired concept,,,
-8046,"Chromosome Translocation Determination Reagents, t(9;22)",No,Retired concept,,,
-8043,"Chromosome Translocation Determination Reagents, t(4;11)",No,Retired concept,,,
-8042,"Chromosome Translocation Determination Reagents, t(15,17)",No,Retired concept,,,
-8041,"Chromosome Translocation Determination Reagents, t(14,18)",No,Retired concept,,,
-8040,"Chromosome Translocation Determination Reagents, t(12;21)",No,Retired concept,,,
-8039,"Chromosome Translocation Determination Reagents, t(12,15)",No,Retired concept,,,
-8038,"Chromosome Inversion Determination Reagents, Tumor Marker",No,Retired concept,,,
-8037,Chromosome Inversion 16 Determination Reagents,No,Retired concept,,,
-8036,Chromosome Culture Media,No,Retired concept,,,
-8035,Chromosomal Inborn Disorder Determination Reagents,No,Retired concept,,,
-8034,Chromogranin A (CgA) Determination Reagents,No,Retired concept,,,
-8031,"Chromatography Reagents, Liquid",No,Retired concept,,,
-8030,"Chromatography Reagents, Gas",No,Retired concept,,,
-8029,Chromatography Reagents,No,Retired concept,,,
-8028,"Cholesterol Determination Reagents, Rapid Test, Strip",No,Retired concept,,,
-8027,"Cholesterol Determination Reagents, Rapid Test",No,Retired concept,,,
-8026,"Cholesterol Determination Reagents, Low Density Lipoprotein (LDL-C)",No,Retired concept,,,
-8025,"Cholesterol Determination Reagents, High Density Lipoprotein (HDL-C)",No,Retired concept,,,
-8024,Cholesterol Determination Reagents,No,Retired concept,,,
-8023,Cholesterol Determination Reagent Kits,No,Retired concept,,,
-8022,Cholesterinase Determination Reagents,No,Retired concept,,,
-8021,Cholecarciferol (Vitamin D) Determination Reagents,No,Retired concept,,,
-8020,Chloride Determination Reagents,No,Retired concept,,,
-8019,Chloramphenicol Drug Level Determination Reagents,No,Retired concept,,,
-8018,Chlamydia Total Antibody Detection/Identification Reagents,No,Retired concept,,,
-8017,"Chlamydia Reagents, Identification",No,Retired concept,,,
-8016,"Chlamydia Detection/Identification Reagents, Rapid Test",No,Retired concept,,,
-8015,"Chlamydia Detection/Identification Reagents, IgM Antibody",No,Retired concept,,,
-8014,Chlamydia IgG Antibody Detection/Identification Reagents,No,Retired concept,,,
-8013,Chlamydia Antigen Detection/Identification Reagents,No,Retired concept,,,
-8012,Chlamydia Species Detection/Identification Reagents,No,Retired concept,,,
-8011,Chickenpox Virus Determination Reagents,No,Retired concept,,,
-8010,"Chickenpox (Varicella-Zoster) Virus Reagents, Identification",No,Retired concept,,,
-8009,Chagas Disease Diagnostic Reagents,No,Retired concept,,,
-8008,Chagas Antibody Determination Reagents,No,Retired concept,,,
-8007,CH-50 Complement Component Protein Determination Reagents,No,Retired concept,,,
-8006,CH50 (Total Complement Component) Determination Reagents,No,Retired concept,,,
-8005,CgA (Chromogranin A) Determination Reagents,No,Retired concept,,,
-8004,Ceruploplasmin (CER) Determination Reagents,No,Retired concept,,,
-8003,Cerebrospinal Fluid Total Protein Determination Reagents,No,Retired concept,,,
-8002,Cerebrospinal Fluid Test Calibration Reagents,No,Retired concept,,,
-8001,Cerebrospinal Fluid (CSF) Test Control Reagents,No,Retired concept,,,
-8000,c-erb B-2 Proto-Oncogene Mutation Determination Reagents,No,Retired concept,,,
-7999,CER (Ceruploplasmin) Determination Reagents,No,Retired concept,,,
-7998,"Central Nervous System Drug Level Determination Reagents, Anticonvulsant Agent",No,Retired concept,,,
-7997,Cellular Enzyme Determination Reagents,No,Retired concept,,,
-7996,"Cell Typing Determination Reagents, Stabilization Media",No,Retired concept,,,
-7995,"Cell Typing Determination Reagents, Monoclonal Antibody",No,Retired concept,,,
-7994,"Cell Typing Determination Reagents, Separation Media",No,Retired concept,,,
-7993,Cell Typing Reagents,No,Retired concept,,,
-7992,"Cell Panels, Immunohematology",No,Retired concept,,,
-7991,"Cell Culture Media, Serum",No,Retired concept,,,
-7990,Cell Culture Media,No,Retired concept,,,
-7989,"Cell Count Determination Reagents, Blood",No,Retired concept,,,
-7988,"Celiac Disease Determination Reagents, Autoimmune Test",No,Retired concept,,,
-7987,CEACAM Determination Reagents,No,Retired concept,,,
-7986,CDT (Carbohydrate-deficient Transferrin) Determination Reagents,No,Retired concept,,,
-7985,Cathepsin L Determination Reagents,No,Retired concept,,,
-7984,Cathepsin H Determination Reagents,No,Retired concept,,,
-7983,Cathepsin Determination Reagents,No,Retired concept,,,
-7982,Cathepsin D Determination Reagents,No,Retired concept,,,
-7981,Cathepsin B Determination Reagents,No,Retired concept,,,
-7980,Catecholamine Determination Reagents,No,Retired concept,,,
-7979,"Catecholamine Metabolite Determination Reagents, Vanillylmandelic Acid",No,Retired concept,,,
-7978,Catecholamine Metabolite Determination Reagents,No,Retired concept,,,
-7977,Catalase Determination Reagents,No,Retired concept,,,
-7976,Cardiovascular Drug Level Determination Reagents,No,Retired concept,,,
-7975,Cardiolipin-Lecithin Complex Antibody Detection/Identification Reagents,No,Retired concept,,,
-7974,Cardiolipin (CL) Anti-Phospholipid Antibody Determination Reagents,No,Retired concept,,,
-7973,"Cardiac Troponin Inhibiting (Troponin I) Determination Reagents, Rapid Test",No,Retired concept,,,
-7972,"Cardiac Marker Reagents, Standard",No,Retired concept,,,
-7971,"Cardiac Marker Reagents, Control",No,Retired concept,,,
-7970,"Cardiac Marker Reagents, Calibration",No,Retired concept,,,
-7969,Cardiac Marker Determination Reagents,No,Retired concept,,,
-7968,"Cardiac Marker Determination Reagents, Rapid Test",No,Retired concept,,,
-7967,Carcinoembryonic Antigen (CEA) Determination Reagents,No,Retired concept,,,
-7966,"Carboxyterminal Telopeptide Fraction (CTx, Alpha CTx, and Beta CTx) Determination Reagents",No,Retired concept,,,
-7965,Carboxyterminal Telopeptide Fraction Determination Reagents,No,Retired concept,,,
-7964,Carboxyterminal Extension Peptide of Type 1 Collagen Determination Reagents,No,Retired concept,,,
-7963,Carbolic Acid Determination Reagents,No,Retired concept,,,
-7962,Carbohydrate-Deficient Transferrin (CDT) Determination Reagents,No,Retired concept,,,
-7961,Carbohydrate Antigen MCA Determination Reagents,No,Retired concept,,,
-7960,Carbohydrate Antigen Du-pan-2 Determination Reagents,No,Retired concept,,,
-7959,"Carbohydrate Antigen Determination Reagents, Tumor Marker",No,Retired concept,,,
-7958,Carbohydrate Antigen 72-4 (CA 72-4) Determination Reagents,No,Retired concept,,,
-7957,Carbohydrate Antigen 549 (CA 549) Determination Reagents,No,Retired concept,,,
-7956,Carbohydrate Antigen 50 (CA 50) Determination Reagents,No,Retired concept,,,
-7955,Carbohydrate Antigen 27.29 (CA 27.29) Determination Reagents,No,Retired concept,,,
-7954,Carbohydrate Antigen 242 (CA 242) Determination Reagents,No,Retired concept,,,
-7953,Carbohydrate Antigen 19-9 (CA 19-9) Determination Reagents,No,Retired concept,,,
-7952,Carbohydrate Antigen 195 (CA 195) Determination Reagents,No,Retired concept,,,
-7951,Carbohydrate Antigen 15-3 (CA 15-3) Determination Reagents,No,Retired concept,,,
-7950,Carbohydrate Antigen 125 (CA 125) Determination Reagents,No,Retired concept,,,
-7949,Free Carbamazepine Drug Level Determination Reagents,No,Retired concept,,,
-7948,Carbamazepine Drug Level Determination Reagents,No,Retired concept,,,
-7947,CAR (Cancer Associated Retinopathy) Anti-Antibody Determination Reagents,No,Retired concept,,,
-7945,Salmonella Capsular Antigen (Ka) Detection/Identification Reagents,No,Retired concept,,,
-7944,Cannabinoid Determination Reagents,No,Retired concept,,,
-7943,"Cannabinoid Metabolite Reagents, Rapid Test",No,Retired concept,,,
-7942,Cannabinoid Metabolite Determination Reagents,No,Retired concept,,,
-7941,"Cannabinoid Determination Reagents, Rapid Test",No,Retired concept,,,
-7940,"Candida albicans Reagents, Identification",No,Retired concept,,,
-7939,Candida albicans Detection/Identification Reagents,No,Retired concept,,,
-7938,Candida albicans Antibody Detection/Identification Reagents,No,Retired concept,,,
-7937,Cancer Associated Retinopathy Antibody Determination Reagents+B590,No,Retired concept,,,
-7936,Cancer Associated Retinopathy Antibody Determination Reagents,No,Retired concept,,,
-7935,Cancer Associated Retinopathy (CAR) Anti-Antibody Determination Reagents,No,Retired concept,,,
-7934,Cancer Associated Antibody Determination Reagents,No,Retired concept,,,
-7933,c-ANCA Determination Reagents,No,Retired concept,,,
-7932,"Campylobacter Reagents, Identification",No,Retired concept,,,
-7931,Helicobacter pylori Infection Diagnostic Reagents,No,Retired concept,,,
-7929,Campylobacter Species Antigen Detection Reagents,No,Retired concept,,,
-7928,Campylobacter Species Detection/Identification Reagents,No,Retired concept,,,
-7927,CAMP (Cyclic Adenosin Monophosphate) Determination Reagents,No,Retired concept,,,
-7926,Calpastin (BS-17) Antibody Determination Reagents,No,Retired concept,,,
-7925,"Calibration Reagents, Yeast Test",No,Retired concept,,,
-7924,"Calibration Reagents, Whole Blood Test",No,Retired concept,,,
-7923,"Calibration Reagents, Vitamin Test",No,Retired concept,,,
-7922,"Calibration Reagents, Virus Test",No,Retired concept,,,
-7921,"Calibration Reagents, Urine Test",No,Retired concept,,,
-7920,"Calibration Reagents, Tumor Markers",No,Retired concept,,,
-7919,"Calibration Reagents, Toxicology Test",No,Retired concept,,,
-7918,"Calibration Reagents, Tissue Culture",No,Retired concept,,,
-7917,"Calibration Reagents, Thyroid Hormone",No,Retired concept,,,
-7916,"Calibration Reagents, Therapeutic Drug Test",No,Retired concept,,,
-7915,"Calibration Reagents, Serum Test",No,Retired concept,,,
-7914,"Calibration Reagents, Serology",No,Retired concept,,,
-7913,"Calibration Reagents, Renal Metabolism Hormone",No,Retired concept,,,
-7912,"Calibration Reagents, Radioimmunoassay",No,Retired concept,,,
-7911,"Calibration Reagents, Protein",No,Retired concept,,,
-7910,"Calibration Reagents, Prostaglandin",No,Retired concept,,,
-7909,"Calibration Reagents, Pregnancy Hormone",No,Retired concept,,,
-7908,"Calibration Reagents, Parasite Test",No,Retired concept,,,
-7907,"Calibration Reagents, Neuroendocrine Hormone",No,Retired concept,,,
-7906,"Calibration Reagents, Microbiology",No,Retired concept,,,
-7905,"Calibration Reagents, Liver Metabolism",No,Retired concept,,,
-7904,"Calibration Reagents, Lipoprotein",No,Retired concept,,,
-7903,"Calibration Reagents, Immunohematology",No,Retired concept,,,
-7902,"Calibration Reagents, Immunoassay",No,Retired concept,,,
-7901,"Calibration Reagents, Hemoglobin Test",No,Retired concept,,,
-7900,"Calibration Reagents, Hematology",No,Retired concept,,,
-7899,"Calibration Reagents, Gastrointestinal Hormone",No,Retired concept,,,
-7898,"Calibration Reagents, Fungi Test",No,Retired concept,,,
-7897,"Calibration Reagents, Flow Cytometry",No,Retired concept,,,
-7896,"Calibration Reagents, Fertility Hormone",No,Retired concept,,,
-7895,"Calibration Reagents, Enzyme Test",No,Retired concept,,,
-7894,"Calibration Reagents, Endocrine Hormone",No,Retired concept,,,
-7893,"Calibration Reagents, Electrolyte Test",No,Retired concept,,,
-7892,"Calibration Reagents, Drug-of-Abuse Test",No,Retired concept,,,
-7891,"Calibration Reagents, Diabetes",No,Retired concept,,,
-7890,"Calibration Reagents, Cytology/Histology",No,Retired concept,,,
-7889,"Calibration Reagents, Culture Media",No,Retired concept,,,
-7888,"Calibration Reagents, Coagulation Test",No,Retired concept,,,
-7887,"Calibration Reagents, Clinical Chemistry",No,Retired concept,,,
-7886,"Calibration Reagents, Cerebrospinal Fluid Test",No,Retired concept,,,
-7885,"Calibration Reagents, Cardiac Markers",No,Retired concept,,,
-7884,"Calibration Reagents, Bone Metabolism Hormone",No,Retired concept,,,
-7883,"Calibration Reagents, Blood Gas Test",No,Retired concept,,,
-7882,"Calibration Reagents, Blood Culture Media",No,Retired concept,,,
-7881,"Calibration Reagents, Bacteria Test",No,Retired concept,,,
-7880,"Calibration Reagents, Autoimmune Disease Test",No,Retired concept,,,
-7879,"Calibration Reagents, Anemia Test",No,Retired concept,,,
-7878,"Calibration Reagents, Allergy",No,Retired concept,,,
-7877,Calcium Determination Reagents,No,Retired concept,,,
-7876,Calcitonin Determination Reagents,No,Retired concept,,,
-7875,Caffeine (Antiasthma Drug) Level Determination Reagents,No,Retired concept,,,
-7874,Cachectin (Tumor Necrosis Factor Alpha) Determination Reagents,No,Retired concept,,,
-7873,c-Abl Oncogene Protein Determination Reagents,No,Retired concept,,,
-7872,CA 72-4 (Carbohydrate Antigen 72-4) Determination Reagents,No,Retired concept,,,
-7871,CA 549 (Carbohydrate Antigen 549) Determination Reagents,No,Retired concept,,,
-7870,CA 50 (Carbohydrate Antigen 50) Determination Reagents,No,Retired concept,,,
-7869,CA 27.29 (Carbohydrate Antigen 27.29) Determination Reagents,No,Retired concept,,,
-7868,CA 242 (Carbohydrate Antigen 242) Determination Reagents,No,Retired concept,,,
-7867,CA 19-9 (Carbohydrate Antigen 19-9) Determination Reagents,No,Retired concept,,,
-7866,CA 195 (Carbohydrate Antigen 195) Determination Reagents,No,Retired concept,,,
-7865,CA 15-3 (Carbohydrate Antigen 15-3) Determination Reagents,No,Retired concept,,,
-7864,CA 125 (Carbohydrate Antigen 125) Determination Reagents,No,Retired concept,,,
-7863,C5a (Complement Component) Determination Reagents,No,Retired concept,,,
-7862,C5-9 (Complement Component) Determination Reagents,No,Retired concept,,,
-7861,C4 (Complement Component) Determination Reagents,No,Retired concept,,,
-7860,C3c (Complement Component) Determination Reagents,No,Retired concept,,,
-7859,C3 (Complement Component) Determination Reagents,No,Retired concept,,,
-7858,C1q (Complement Component) Determination Reagents,No,Retired concept,,,
-7857,C1 Inhibitor (Complement Component) Determination Reagents,No,Retired concept,,,
-7856,"C Loci Determination Reagents, Human Leukocyte Antigen",No,Retired concept,,,
-7855,BUN Reagents,No,Retired concept,,,
-7854,BUN (Blood Urea Nitrogen) Determination Reagents,No,Retired concept,,,
-7853,"Buffers, Yeast Test",No,Retired concept,,,
-7852,"Buffers, Virus Test",No,Retired concept,,,
-7851,"Buffers, Microbiology",No,Retired concept,,,
-7850,"Buffers, Hematology",No,Retired concept,,,
-7849,"Buffers, Fungi Test",No,Retired concept,,,
-7848,"Buffers, Enzyme Test",No,Retired concept,,,
-7847,"Buffers, Electrophoresis",No,Retired concept,,,
-7846,"Buffers, Electrolyte Test",No,Retired concept,,,
-7845,"Buffers, Culture Media",No,Retired concept,,,
-7844,"Buffers, Coagulation",No,Retired concept,,,
-7843,"Buffers, Clinical Chemistry",No,Retired concept,,,
-7842,"Buffers, Bacteria Test",No,Retired concept,,,
